organisateur,etat_dossier,description_projet,zone_geo_projet,id_action,nom,description_action,lien_programme,est_dematerialisee,adresse,nom_commune,nom_departement,insee_dep,date_debut,date_fin,type_action_str,est_grand_public,public_cible_str,risque_cible_str,est_atelier_jeux,est_atelier_sensibilisation,est_conference,est_exercice_de_gestion_de_crise,est_exposition,est_formation,est_reunion_d_information,est_spectacle,est_visite_en_plein_air,est_visite_en_interieur,est_autre,est_tous_public,est_famille,est_jeune_public,est_seniors,est_risques_naturels,est_risques_technologiques,est_inondations,est_feux_de_foret,est_tempete_cyclone,est_seisme,est_eruption_volcanique,est_mouvement_de_terrain,est_risques_littoraux,est_avalanche,est_radon,est_accidents_industriels,est_accidents_nucleaires,est_rupture_de_barrage,est_transport_de_matieres_dangereuses,lat,lon
Prefecture du Pas-de-Calais,accepte,exercice PPI sur le site seveso seuil haut SI GROUP de Béthune (62) avec participation de plusieurs services de l'état et mise en situation d'un Plan Particulier de Mise en Sécurité au sein d'un établissement scolaire,62-PAS-DE-CALAIS,13604613_A_1,Exercice PPI,exercice de securité civile impliquant un site seveso seuil haut et les services de l'état avec participation d'un ou plusieurs établissement scolaires en simulant un Plan Particulier de Mise en Sécurité. Cet exercice a pour but de maitenir et perfectionner le potentiel de gestion de crise des différents services de l'état et de developper la culture sur les risques naturels et technologiques au sein de l'éducation nationale via le déclenchement des Plans Particuliers de Mise en Sécurité au sein des établissements scolaires du Béthunois.,,False,"1111 Av. George Washington, 62400 Béthune",Béthune,Pas-de-Calais,62,2023-10-13,2023-10-13,Exercice de gestion de crise,False,"Scolaire, Salarié",Tempête/cyclone,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,50.536952,2.665661
Mairie de Trans-en-Provence,accepte,"Dans le cadre de cette journée nationale de la résilience, Monsieur CAYMARIS, en qualité de maire de Trans-en-Provence, 8ème vice-président sur les Risques majeurs, Prévention des inondations et eaux pluviales - milieux aquatiques à DPVa, 3ème vice-président du Syndicat Mixte de l'Argens et président du comité de rivière Nartuby, aimerait organisé une réunion d'information publique auprès des administrés de Trans-en-Provence.",83-VAR,13610552_A_1,,"La réunion d'information publique commencerait par un bref rappel des interventions de la précédente réunion et un bilan de la campagne des OLD pour ensuite aborder les problématiques liées à l'eau et à la sécheresse (canicule, manque d'eau, retrait gonflement des argiles, avancées des travaux de l'action 35 du PAPI).",,False,120 Chemin des Clauses 83720 Trans-en-Provence,Trans-en-Provence,Var,83,2023-10-11,2023-10-13,Réunion d'information,True,Tous publics,"Inondations, Feux de forêt",False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,43.5042766,6.4900785
Protection Civile de Haute-Vienne,en_construction,"Sensibiliser un groupe (famille, entreprise, scolaire) à la culture des risques majeurs au travers d'une mise en situation d'évacuation présentée sous la forme d'un escape game",87-HAUTE-VIENNE,13289262_A_1,,"Durant le jeu le formateur Protection Civile accompagne le groupe pour l'aider à progresser. Une pièce contient différents objets qui permettant de s'informer et de constituer un kit d'urgence. A l'issue du jeu, un temps d'échange permet d'apporter précisions et informations",https://www.facebook.com/protectioncivile87/,False,Lieu sur la commune de Limoges à déterminer,Limoges,Haute-Vienne,87,2023-10-11,2023-10-14,"Atelier sensibilisation, Atelier Jeux",True,Tous publics,Inondations,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Assocaition Plus FM,accepte,"Consacrée le thème de cette journée en un forum pédagogique avec des interactions (animateurs-auditeurs) pour valoriser auprès des auditeurs de la radio l'objectif et le bien fondée de cette journée. Début des émissions et de la promotion de cette journée par les animateurs à partir de 5H du matin jusqu'à 22 heures. Une journée qui fera intervenir des spécialistes, des observateurs, des jeunes... Un débat démocratique pédagogique insistant sur l'importance de cette journée. Constituer de plusieurs émissions dans la journée animée par différentes personnes, ces programmes seront rediffusés pendant un moins un mois soit jusqu'au 13 novembre au minimum. Une période de promotion sera effectuée quelques jours avant pour donner rendez-vous auditeur afin qu’il puissent nous contacter et poser leur questions en directes sur l’antenne.",974-REUNION,13642238_A_1,Journée nationale de la résilience,"Consacrée le thème de cette journée en un forum pédagogique avec des interactions (animateurs-auditeurs) pour valoriser auprès des auditeurs de la radio l'objectif et le bien fondée de cette journée. Début des émissions et de la promotion de cette journée par les animateurs à partir de 5H du matin jusqu'à 22 heures. Une journée qui fera intervenir des spécialistes, des observateurs, des jeunes... Un débat démocratique pédagogique insistant sur l'importance de cette journée. Constituer de plusieurs émissions dans la journée animée par différentes personnes, ces programmes seront rediffusés pendant un moins un mois soit jusqu'au 13 novembre au minimum. Une période de promotion sera effectuée quelques jours avant pour donner rendez-vous auditeur afin qu’il puissent nous contacter et poser leur questions en directes sur l’antenne.",www.radioplusfm.fr,True,,,,,2023-10-09,2023-11-13,"Réunion d'information, Atelier sensibilisation, Podcast",True,Tous publics,"Éruption volcanique, Tempête/cyclone, Risques littoraux, Feux de forêt",False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,,
LES PETITS FEUX,en_construction,"En milieu naturel, il sera présenté au grand public les différents moyens employés pour lutter contre les feux de forêts",Zone FRANCE,13646372_A_1,Démonstration feux de forêts,Forêt des calanques,www.lespetitsfeux.com,False,Boulevard des calanques 13009 Marseille,Marseille 9e Arrondissement,Bouches-du-Rhône,13,2023-10-13,2023-10-13,Atelier sensibilisation,True,Tous publics,Feux de forêt,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,43.228732,5.40348
Mairie de MENILLES,en_instruction,"Il s'agirait de projeter un film ""catastrophe"" dans une de nos salles des fêtes et d'organiser ensuite un débat en présence du Maire, du SDIS, de la gendarmerie, voire d'un médecin urgentiste habitant la commune. Ce film pourrait également être le thème d'une animation ""krok'histoires"" que notre bibliothèque anime avec de jeunes enfants. ",27-EURE,13649805_A_1,"Projection d'un film ""Catastrophe""",Projection d'un film dans une salle des fêtes,https://menilles.fr,False,Ile du Moulin Rue aux Honfroys,Ménilles,Eure,27,2023-10-21,2023-10-21,"Conférence, Réunion d'information, Spectacle",True,Tous publics,Inondations,False,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Grand Montauban Communauté d'agglomération,en_construction,"Dans le cadre du PAPI d'intention Montauban-Moissac et en lien avec l'action 1.1 de mise en place d'actions de communication et sensibilisation, il a été prévu en 2023 plusieurs actions sur l'ensemble du territoire à destination des différents publics. L'objectif étant de développer la culture du risque en faisant appel à la mémoire des crues et en initiant les plus jeunes à cette thématique. Il s'agit d'améliorer la connaissance sur le risque inondation et aussi faire connaitre les bons réflexes à adopter, pour les habitants mais aussi pour les élus.",82-TARN-ET-GARONNE,13644753_A_1,Communication sur la mise en ligne du site internet PréviTarn (previtarn.fr),"Dans l'objectif de développer la culture du risque inondation et diffuser la connaissance, un site internet dédiée à la prévention des inondations sur le Tarn a été développé. Sa mise en ligne opérationnelle doit être réalisée en début du mois septembre, le 13 octobre constitue le jour de l'annonce officielle du lancement du site internet. Une campagne de communication est prévue en suivant pour diffuser l'information auprès du grand public.",,True,,,,,2023-10-13,2023-10-13,"Autre, Réunion d'information, Webinaire",True,Tous publics,Inondations,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,
Grand Montauban Communauté d'agglomération,en_construction,"Dans le cadre du PAPI d'intention Montauban-Moissac et en lien avec l'action 1.1 de mise en place d'actions de communication et sensibilisation, il a été prévu en 2023 plusieurs actions sur l'ensemble du territoire à destination des différents publics. L'objectif étant de développer la culture du risque en faisant appel à la mémoire des crues et en initiant les plus jeunes à cette thématique. Il s'agit d'améliorer la connaissance sur le risque inondation et aussi faire connaitre les bons réflexes à adopter, pour les habitants mais aussi pour les élus.",82-TARN-ET-GARONNE,13644753_A_2,Soirée ciné-débat sur le thème des inondations à destinations des élus,"Dans un objectif de sensibilisation, une soirée sur le thème des inondations sous le format ciné-débat est prévue. Un film documentaire retraçant l’inondation de Moissac en 1930, ainsi qu’une exposition sur la crue sera proposée, aux élus de la communauté de communes. Un temps d’échange est aussi prévu, afin de présenter et discuter des projets en cours et à venir, en faveur de l’amélioration de la résilience face aux risques inondations.",,False,Castelsarrasin,Castelsarrasin,Tarn-et-Garonne,82,2023-10-13,2023-10-13,"Conférence, Spectacle, Formation",False,Elu,Inondations,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44.0395151,1.1072875
Grand Montauban Communauté d'agglomération,en_construction,"Dans le cadre du PAPI d'intention Montauban-Moissac et en lien avec l'action 1.1 de mise en place d'actions de communication et sensibilisation, il a été prévu en 2023 plusieurs actions sur l'ensemble du territoire à destination des différents publics. L'objectif étant de développer la culture du risque en faisant appel à la mémoire des crues et en initiant les plus jeunes à cette thématique. Il s'agit d'améliorer la connaissance sur le risque inondation et aussi faire connaitre les bons réflexes à adopter, pour les habitants mais aussi pour les élus.",82-TARN-ET-GARONNE,13644753_C_1,"Exposition itinérante ""L'Aigat de mars 1930 ou le furie des eaux""","Dans l'objectif de développer la mémoire des inondations, il a été mis à disposition des communes du territoire PAPI (soit 22) une exposition sur le thème de la crue du Tarn en 1930. Celle-ci a été réalisée par les Archives départementales du Tarn et Garonne et prêtée gratuitement aux communes voulant l'accueillir. Ainsi, pendant 1 an, l'exposition est en itinérance sur le territoire où 14 communes l'ont réservée entre 5 jours et 3 semaines.",,False,Villemade,Villemade,Tarn-et-Garonne,82,2023-09-04,2023-12-29,"Atelier Jeux, Formation, Visite en plein air",True,,Inondations,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44.0721339,1.3213554
Grand Montauban Communauté d'agglomération,en_construction,"Dans le cadre du PAPI d'intention Montauban-Moissac et en lien avec l'action 1.1 de mise en place d'actions de communication et sensibilisation, il a été prévu en 2023 plusieurs actions sur l'ensemble du territoire à destination des différents publics. L'objectif étant de développer la culture du risque en faisant appel à la mémoire des crues et en initiant les plus jeunes à cette thématique. Il s'agit d'améliorer la connaissance sur le risque inondation et aussi faire connaitre les bons réflexes à adopter, pour les habitants mais aussi pour les élus.",82-TARN-ET-GARONNE,13644753_C_2,"Exposition itinérante ""L'Aigat de mars 1930 ou le furie des eaux""","Dans l'objectif de développer la mémoire des inondations, il a été mis à disposition des communes du territoire PAPI (soit 22) une exposition sur le thème de la crue du Tarn en 1930. Celle-ci a été réalisée par les Archives départementales du Tarn et Garonne et prêtée gratuitement aux communes voulant l'accueillir. Ainsi, pendant 1 an, l'exposition est en itinérance sur le territoire où 14 communes l'ont réservée entre 5 jours et 3 semaines.",,False,Piquecos,Piquecos,Tarn-et-Garonne,82,2023-09-04,2023-12-29,"Atelier Jeux, Formation, Visite en plein air",True,,Inondations,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,44.1002778,1.3216667
